facility_id,ghgrp_id,facility_name,npri_id,province,naics_code,naics_description
299,G10406,Pod One,22750,Alberta,211141,In-situ oil sands extraction
300,G10407,Greenfield Energy Centre LP,11581,Ontario,221112,Fossil-Fuel Electric Power Generation
301,G10408,Horizon Oil Sands Processing Plant and Mine,23275,Alberta,211142,Mined oil sands extraction
302,G10410,Kapuskasing Power Plant,10404,Ontario,221112,Fossil-Fuel Electric Power Generation
303,G10411,Minnedosa Ethanol Plant,6853,Manitoba,325190,Other Basic Organic Chemical Manufacturing
304,G10412,Orion Facilities,22493,Alberta,211141,In-situ oil sands extraction
305,G10413,Portlands Energy Centre,11803,Ontario,221112,Fossil-Fuel Electric Power Generation
306,G10414,Surmont SAGD Commercial Battery,22141,Alberta,211141,In-situ oil sands extraction
307,G10415,Tiverton,209,Ontario,325190,Other Basic Organic Chemical Manufacturing
308,G10416,ADM AGRI-INDUSTRIES - ADM Windsor,5694,Ontario,311224,Oilseed Processing
309,G10417,Suffield Gas Storage Facility,6619,Alberta,211110,Oil and gas extraction (except oil sands)
310,G10419,Vanscoy Potash Operations,1177,Saskatchewan,212396,Potash Mining
311,G10420,AltaSteel Inc.,1106,Alberta,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing
312,G10421,Baymag Exshaw Operations,6972,Alberta,327990,All Other Non-Metallic Mineral Product Manufacturing
313,G10423,BUNGE CANADA - HAMILTON,161,Ontario,311224,Oilseed Processing
314,G10427,CGC Hagersville Plant,7195,Ontario,327420,Gypsum Product Manufacturing
315,G10428,Galloway Plant 14-14-053-20 W5M,16009,Alberta,211110,Oil and gas extraction (except oil sands)
316,G10429,Gold Creek 13-26-067-05 W6M,26220,Alberta,211110,Oil and gas extraction (except oil sands)
317,G10430,Stoddart 02-34 Sour Gas Plant,5286,British Columbia,211110,Oil and gas extraction (except oil sands)
318,G10431,Wild River 04-03-57-23W5M,,Alberta,211110,Oil and gas extraction (except oil sands)
319,G10432,North Bay Power Plant,10406,Ontario,221112,Fossil-Fuel Electric Power Generation
320,G10433,Hartland Landfill,18993,British Columbia,562210,Waste Treatment and Disposal
321,G10434,"Cascades Containerboard Packaging, A Division of Cascades Canada ULC.",239,Ontario,322130,Paperboard Mills
322,G10435,Brintnell Oil Battery and Comp Stn 1107 11-07-082-22W4,,Alberta,211110,Oil and gas extraction (except oil sands)
323,G10436,Suffield C Comp Stn 01-04,16738,Alberta,211110,Oil and gas extraction (except oil sands)
324,G10437,Suffield K (Koomati) Gas Battery 04-04,16739,Alberta,211110,Oil and gas extraction (except oil sands)
325,G10438,Suffield Oil Battery 01-27,16766,Alberta,211110,Oil and gas extraction (except oil sands)
326,G10439,Vancouver Wallboard Plant,7983,British Columbia,327420,Gypsum Product Manufacturing
327,G10440,Langley Plant,7821,British Columbia,327410,Lime Manufacturing
328,G10441,Lethbridge Waste and Recycling Centre Disposal Site,,Alberta,562210,Waste Treatment and Disposal
329,G10442,Landfill,29001,Saskatchewan,562210,Waste Treatment and Disposal
330,G10443,Vancouver Landfill,25010,British Columbia,562210,Waste Treatment and Disposal
331,G10444,Kilcona Landfill,,Manitoba,562210,Waste Treatment and Disposal
332,G10446,Berland Gas Plant (14-15-059-24W5) - TOU,18373,Alberta,211110,Oil and gas extraction (except oil sands)
333,G10447,Noel Sweet Gas Plant,15714,British Columbia,211110,Oil and gas extraction (except oil sands)
334,G10451,Narraway Sweet Gas Plant 10-08,,Alberta,211110,Oil and gas extraction (except oil sands)
335,G10452,Domtar Usine de Windsor,1195,Quebec,322121,Paper (except Newsprint) Mills
336,G10453,East Windsor Cogeneration Centre,11791,Ontario,221112,Fossil-Fuel Electric Power Generation
337,G10454,Gunnell Comp Stn b-023-F,16667,British Columbia,211110,Oil and gas extraction (except oil sands)
338,G10455,Resthaven Sweet Gas Plant 08-11,27963,Alberta,211110,Oil and gas extraction (except oil sands)
339,G10456,Sexsmith Sour Gas Plant,4823,Alberta,211110,Oil and gas extraction (except oil sands)
340,G10457,Sierra Sour Gas Plant,16765,British Columbia,211110,Oil and gas extraction (except oil sands)
341,G10458,Steeprock Sour Gas Plant,21451,British Columbia,211110,Oil and gas extraction (except oil sands)
342,G10459,Pearl Street Steam Plant,7656,Ontario,221330,Steam and Air-Conditioning Supply
343,G10460,Walton Street Steam Plant,7657,Ontario,221330,Steam and Air-Conditioning Supply
344,G10461,Gold Bar Wastewater Treatment Plant,5390,Alberta,221320,Sewage Treatment Facilities
345,G10465,Foster Creek SAGD Bitumen Battery (with Cogen),6627,Alberta,211141,In-situ oil sands extraction
346,G10466,Flakeboard Company Limited,5885,Ontario,321216,Particle Board and Fibreboard Mills
347,G10467,Ford Oakville Assembly Complex,3419,Ontario,336110,Automobile and Light-Duty Motor Vehicle Manufacturing
348,G10468,Musselwhite Mine,5656,Ontario,212220,Gold and Silver Ore Mining
349,G10469,Goreway Power Station,11659,Ontario,221112,Fossil-Fuel Electric Power Generation
350,G10470,Metro Vancouver Waste-to-Energy Facility,362,British Columbia,562210,Waste Treatment and Disposal
351,G10471,Green Lane Landfill,11685,Ontario,562210,Waste Treatment and Disposal
352,G10472,Johnstown,,Ontario,325190,Other Basic Organic Chemical Manufacturing
353,G10475,Lloydminster Refinery,403,Alberta,324121,Asphalt Paving Mixture and Block Manufacturing
354,G10476,Rainbow Lake Gas plant,1439,Alberta,211110,Oil and gas extraction (except oil sands)
355,G10478,IGPC Ethanol Inc.,11696,Ontario,325190,Other Basic Organic Chemical Manufacturing
356,G10479,Kingston Site,3422,Ontario,325220,Artificial and Synthetic Fibres and Filaments Manufacturing
357,G10481,Irving Consumer Products Limited,327,Ontario,322121,Paper (except Newsprint) Mills
358,G10482,Jungbunzlauer Canada Inc.,10303,Ontario,325190,Other Basic Organic Chemical Manufacturing
359,G10485,Nordegg River Gas Plant,1370,Alberta,211110,Oil and gas extraction (except oil sands)
360,G10487,Kruger Products Inc,5150,British Columbia,322121,Paper (except Newsprint) Mills
361,G10488,"Produits Kruger inc., usine de Gatineau",5535,Quebec,322121,Paper (except Newsprint) Mills
362,G10489,"Lake Utopia Paper A Division of J.D. Irving, Limited",1572,New Brunswick,322130,Paperboard Mills
363,G10490,Lantic Inc. - Raffinerie Montréal,3043,Quebec,311310,Sugar Manufacturing
364,G10491,Lantic Inc. Taber Beet Sugar Factory,947,Alberta,311310,Sugar Manufacturing
365,G10492,"Lidya Énergie, s.e.c.",8760,Quebec,221119,Other Electric Power Generation
366,G10493,"Magellan Aerospace, Haley",7080,Ontario,331529,Non-Ferrous Foundries (except Die-Casting)
367,G10495,Meadow Lake Mechanical Pulp,875,Saskatchewan,322111,Mechanical Pulp Mills
368,G10496,MEG Christina Lake Regional Project,22346,Alberta,211141,In-situ oil sands extraction
369,G10497,Whitecourt Pulp Division,878,Alberta,322111,Mechanical Pulp Mills
370,G10499,BTG Sylvan Lake GP 14-32-037-03W5,6559,Alberta,211110,Oil and gas extraction (except oil sands)
371,G10501,Moore Site,1788,Ontario,325210,Resin and Synthetic Rubber Manufacturing
372,G10510,Fort Smith Plant,6808,Northwest Territories,221112,Fossil-Fuel Electric Power Generation
373,G10513,Inuvik Plant,6810,Northwest Territories,221112,Fossil-Fuel Electric Power Generation
374,G10514,Jackfish Plant,6822,Northwest Territories,221112,Fossil-Fuel Electric Power Generation
375,G10527,Plant #34 Montreal,4449,Quebec,327214,Glass Manufacturing
376,G10531,Peyto Oldman 11-17-055-21W5,17698,Alberta,211110,Oil and gas extraction (except oil sands)
377,G10533,Potash Corp - Allan Division,2406,Saskatchewan,212396,Potash Mining
378,G10534,Boundary Dam Mine,21774,Saskatchewan,212116,Lignite Coal Mining
379,G10535,Produits Kruger Inc.,1875,Quebec,322121,Paper (except Newsprint) Mills
380,G10536,Empress NGL Extraction Plant,6623,Alberta,211110,Oil and gas extraction (except oil sands)
381,G10537,Toronto Refinery,2016,Ontario,311310,Sugar Manufacturing
382,G10538,Régie Intermunicipale Argenteuil Deux-Montagnes (RIADM),27915,Quebec,562210,Waste Treatment and Disposal
383,G10539,Cambridge Landfill Site,10398,Ontario,562210,Waste Treatment and Disposal
384,G10540,Waterloo Landfill Site,10399,Ontario,562210,Waste Treatment and Disposal
385,G10544,Lieu d'enfouissement,29779,Quebec,562210,Waste Treatment and Disposal
386,G10545,Université McGill - Campus Centre-Ville,8510,Quebec,611310,Universities
387,G10548,"Énergir, s.e.c.",6369,Quebec,221210,Natural Gas Distribution
388,G10549,Senlac Thermal Oil Battery,6629,Saskatchewan,211110,Oil and gas extraction (except oil sands)
389,G10550,Gordondale East Gas Plant,5247,Alberta,211110,Oil and gas extraction (except oil sands)
390,G10551,Highway Gas Plant,5124,British Columbia,211110,Oil and gas extraction (except oil sands)
391,G10552,Jedney I Gas Plant,5125,British Columbia,211110,Oil and gas extraction (except oil sands)
392,G10554,St. Clair Energy Center,11778,Ontario,221112,Fossil-Fuel Electric Power Generation
393,G10555,Simonette Gas Plant,2227,Alberta,211110,Oil and gas extraction (except oil sands)
394,G10556,Ferrier Gas Plant,1077,Alberta,211110,Oil and gas extraction (except oil sands)
395,G10557,Firebag,19181,Alberta,211141,In-situ oil sands extraction
396,G10559,St. Clair Ethanol Plant,11444,Ontario,325190,Other Basic Organic Chemical Manufacturing
397,G10560,PETROMET BIGSTONE WEST FIR 14-28-59-22,,Alberta,211110,Oil and gas extraction (except oil sands)
398,G10561,PETROMET WILD RIVER 10-20 PLANT,17996,Alberta,324110,Petroleum Refineries
399,G10562,102078290 Saskatchewan Ltd.,23235,Saskatchewan,325190,Other Basic Organic Chemical Manufacturing
400,G10563,Tolko High Level Lumber Division,6504,Alberta,321111,Sawmills (except Shingle and Shake Mills)
401,G10564,Toyota Motor Manufacturing Canada Inc. (Cambridge),3790,Ontario,336110,Automobile and Light-Duty Motor Vehicle Manufacturing
402,G10566,Heating Plant,6678,Alberta,611310,Universities
403,G10567,University of Windsor,7698,Ontario,611310,Universities
404,G10568,Aitken Creek Gas Storage_LFO,7744,British Columbia,211110,Oil and gas extraction (except oil sands)
405,G10569,Thompson Operations,1473,Manitoba,212232,Nickel-Copper Ore Mining
406,G10570,Voisey's Bay Mine Site,6093,Newfoundland and Labrador,212232,Nickel-Copper Ore Mining
407,G10571,Station d'épuration des eaux usées Jean-R.-Marcotte,,Quebec,221320,Sewage Treatment Facilities
408,G10572,St. Nicephore Landfill,6171,Quebec,562210,Waste Treatment and Disposal
409,G10573,Cache Creek Landfill,27914,British Columbia,221119,Other Electric Power Generation
410,G10575,Quesnel River Pulp,2553,British Columbia,322111,Mechanical Pulp Mills
411,G10576,"Ranger Board, a division of West Fraser Mills Ltd.",4830,Alberta,321216,Particle Board and Fibreboard Mills
412,G10577,Whitecourt Electric Power Generating Facility,18225,Alberta,221119,Other Electric Power Generation
413,G10578,"Glencore Canada Corporation, CCR refinery",3916,Quebec,331410,Non-Ferrous Metal (except Aluminum) Smelting and Refining
414,G10579,Glencore Canada Corporation - Fonderie Horne,3623,Quebec,331410,Non-Ferrous Metal (except Aluminum) Smelting and Refining
415,G10580,Sudbury Operations Mines Mill - Onaping Area,1233,Ontario,212232,Nickel-Copper Ore Mining
416,G10581,Global Contract Inc.,10187,Ontario,337214,Office Furniture (except Wood) Manufacturing
417,G10582,Complexe de valorisation énergétique,211,Quebec,562210,Waste Treatment and Disposal
418,G10583,Site d'enfouissement Saint-Tite-des-Caps,,Quebec,562210,Waste Treatment and Disposal
419,G10585,Varennes Facility,281,Quebec,326140,Polystyrene Foam Product Manufacturing
420,G10586,ADM AGRI-INDUSTRIES - ADM Lloydminster,4591,Alberta,311224,Oilseed Processing
421,G10587,Division Meadowbank,24216,Nunavut,212220,Gold and Silver Ore Mining
422,G10589,Mine de Fire Lake,8778,Quebec,212210,Iron Ore Mining
423,G10591,Beaver Regional Landfill,35420,Alberta,562210,Waste Treatment and Disposal
424,G10594,Saint John LNG Marine Terminal & Multi-Purpose Pier,8125,New Brunswick,221210,Natural Gas Distribution
425,G10595,Chemtrade Electrochem - North Vancouver Chlor-alkali Facility,3529,British Columbia,325181,Alkali and Chlorine Manufacturing
426,G10599,CEVPC 720 Beatty Street,7819,British Columbia,221330,Steam and Air-Conditioning Supply
427,G10601,City of Thunder Bay Solid Waste and Recycling Facility,11819,Ontario,562210,Waste Treatment and Disposal
428,G10602,Clean Harbors Canada Inc. [Corunna],2537,Ontario,562210,Waste Treatment and Disposal
429,G10604,Algar,24188,Alberta,211141,In-situ oil sands extraction
430,G10606,Hythe Brainard Sour Gas Plant,5239,Alberta,211110,Oil and gas extraction (except oil sands)
431,G10607,Crossfield Energy Centre,23543,Alberta,221112,Fossil-Fuel Electric Power Generation
432,G10608,London District Energy,11687,Ontario,221330,Steam and Air-Conditioning Supply
433,G10609,Global Upholstery,5610,Ontario,337214,Office Furniture (except Wood) Manufacturing
434,G10610,Englehart Oriented Strand Board Plant,4559,Ontario,321217,Waferboard Mills
435,G10611,CST Coal,23560,Alberta,212114,Bituminous Coal Mining
436,G10612,Highbury Canco Corporation,10089,Ontario,311420,"Fruit and Vegetable Canning, Pickling and Drying"
437,G10613,Mount Polley Mine,5102,British Columbia,212299,All Other Metal Ore Mining
438,G10614,Ivaco Rolling Mills,1520,Ontario,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing
439,G10617,Macassa Mine,1568,Ontario,212220,Gold and Silver Ore Mining
440,G10618,Montreal Facility,,Quebec,331529,Non-Ferrous Foundries (except Die-Casting)
441,G10619,MEG Christina Lake Cogeneration Facility,24100,Alberta,211141,In-situ oil sands extraction
442,G10620,MOSAIC POTASH ESTERHAZY - K2 SITE,1513,Saskatchewan,212396,Potash Mining
443,G10621,New Forest Paper Mills LP,11601,Ontario,322130,Paperboard Mills
444,G10622,Thorold Cogen Generating Station,11841,Ontario,221112,Fossil-Fuel Electric Power Generation
445,G10626,PotashCorp Rocanville,4562,Saskatchewan,212396,Potash Mining
446,G10627,Genesee Mine,21778,Alberta,212115,Subbituminous Coal Mining
447,G10631,Cliff Central Heating and Cooling Plant,11845,Ontario,911910,Other Federal Government Public Administration
448,G10632,HUMBERSTONE LANDFILL,11575,Ontario,562210,Waste Treatment and Disposal
449,G10633,GFL Environmental inc.,31585,Quebec,562210,Waste Treatment and Disposal
450,G10634,Sanofi Pasteur Limited,5828,Ontario,325410,Pharmaceutical and Medicine Manufacturing
451,G10635,Ermine Power Station,24241,Saskatchewan,221112,Fossil-Fuel Electric Power Generation
452,G10638,West Doe Gas Plant,23196,British Columbia,211110,Oil and gas extraction (except oil sands)
453,G10639,Leismer SAGD Bitumen Battery,24145,Alberta,211141,In-situ oil sands extraction
454,G10640,Felix Schoeller inc,5552,Quebec,322121,Paper (except Newsprint) Mills
455,G10641,Skookumchuck Operation,1185,British Columbia,322112,Chemical Pulp Mills
456,G10643,Tenaris Algoma Tubes,11215,Ontario,331210,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel
457,G10644,Main Campus,27020,Ontario,611310,Universities
458,G10645,Canfor Green Energy Combined Heat and Power Plant,19958,Alberta,221119,Other Electric Power Generation
459,G10646,Halton Hills Generating Station,11860,Ontario,221112,Fossil-Fuel Electric Power Generation
460,G10647,Tree Island Industries Ltd.,5183,British Columbia,331222,Steel Wire Drawing
461,G10648,St George Campus,11865,Ontario,611310,Universities
462,G10649,Magog Landfill Bestan Inc.,6172,Quebec,562210,Waste Treatment and Disposal
463,G10650,Willow Creek Mine,20175,British Columbia,212114,Bituminous Coal Mining
464,G10651,Edson O.S.B.,2762,Alberta,321217,Waferboard Mills
465,G10652,Keele Campus,7299,Ontario,611310,Universities
466,G10653,Mercer Celgar Limited Partnership,672,British Columbia,322112,Chemical Pulp Mills
467,G10656,Carson Creek GP 4-23,21706,Alberta,211110,Oil and gas extraction (except oil sands)
468,G10657,Quebec Silicon LP,8807,Quebec,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing
469,G10658,POTASH CORP - LANIGAN DIVISION,1885,Saskatchewan,212396,Potash Mining
470,G10660,Montney Gas Processing and Production IF-a,20202,British Columbia,211110,Oil and gas extraction (except oil sands)
471,G10661,Glacier Sour Gas Plant 05-02,23281,Alberta,211110,Oil and gas extraction (except oil sands)
472,G10662,Emerald Energy from Waste Inc.,4768,Ontario,562210,Waste Treatment and Disposal
473,G10663,111 Progress,5688,Ontario,322130,Paperboard Mills
474,G10664,Brampton Brick Limited,7302,Ontario,327120,Clay Building Material and Refractory Manufacturing
475,G10667,Collingwood Distillery,7685,Ontario,312140,Distilleries
476,G10668,Northern Prairie Thermal Electric Power Plant,23432,Alberta,221112,Fossil-Fuel Electric Power Generation
477,G10669,Mine Canadian Malartic,25188,Quebec,212220,Gold and Silver Ore Mining
478,G10670,DAPP Power LP Plant,25231,Alberta,221119,Other Electric Power Generation
479,G10673,Usine de Valleyfield,447,Quebec,312140,Distilleries
480,G10675,Horn River Comp Stn c-067-K,23528,British Columbia,211110,Oil and gas extraction (except oil sands)
481,G10676,Hythe Comp Stn A-005-G,22887,British Columbia,211110,Oil and gas extraction (except oil sands)
482,G10678,"Gerdau Ameristeel Corporation, Manitoba Mill",1651,Manitoba,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing
483,G10679,Gibraltar Mine (SFO),1303,British Columbia,212233,Copper-Zinc Ore Mining
484,G10681,Hope Bay Project,25155,Nunavut,212220,Gold and Silver Ore Mining
485,G10683,Kawartha Ethanol Inc.,,Ontario,325190,Other Basic Organic Chemical Manufacturing
486,G10684,Emballages Krupack Place Turcot,5472,Quebec,322130,Paperboard Mills
487,G10686,Methanex Medicine Hat Methanol Plant,1782,Alberta,325190,Other Basic Organic Chemical Manufacturing
488,G10687,Bridgewater Plant,3468,Nova Scotia,326210,Tire Manufacturing
